Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2018?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra
Hombre,34,Provincia de Buenos Aires,10,0,0,0,Posgrado,En curso,Ingenieria de Software,UNLP,"Sí, de forma particular",Sí,Sí,Developer,Mac OS X,"C, Objective-C, Python, Ruby, Swift",UIKIT,SQLite,XCTest,"Vi, Visual Studio, Xcode",Mac OS X,iOS,No,0,Bruto,Remoto (empresa de otro país),190000,180000,4,4,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,No,,1-10,Producto basado en Software,10,10,-1,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,37,Provincia de Buenos Aires,15,2,2,2,Terciario,En curso,Analista programador universitario ,Unlp,"Sí, de forma particular",No,No,Architect,"Azure, VMWare, Windows Server",".NET, C#, CSS, HTML, Javascript, PHP, SQL, VBA",,"MariaDB, MSSQL, PostgreSQL",,"Notepad++, Sublime Text, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Freelance,55000,45000,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,5,12,En un trabajo anterior,Heterosexual,,,,201-500,Otras industrias,4,5,10,"Horarios flexibles, Viáticos"
Hombre,37,Provincia de Buenos Aires,12,3,2,2,Universitario,Completado,Lic en CS de la Computación,Universidad Nacional del Sur,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Azure, Linux",".NET, Bash/Shell, C#, Java, PHP, Python, SQL",".NET Core, Spring","ElasticSearch, SQLite",,"NetBeans, Vim, Visual Studio",Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,95000,85000,3,4,No,No recibo bono,Más de dos,45,12,En un trabajo anterior,Heterosexual,,No,Microsoft,51-100,Servicios / Consultoría de Software / Digital,8,10,-1,"Capacitaciones y/o cursos, Horarios flexibles, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,21,Provincia de Buenos Aires,1,1,1,0,Secundario,En curso,Tecnico en Informatica,,"Sí, de forma particular",No,Sí,Developer,"Linux, Windows Server","CSS, HTML, Javascript, PHP, Python, SQL",WordPress,"MSSQL, MySQL, Oracle, SQLite",Selenium,"NetBeans, Notepad++",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,21149,17173,2,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,Sí,,1001-2000,Otras industrias,1,1,10,Ninguna de las anteriores
Hombre,22,Provincia de Buenos Aires,2,1,1,0,Terciario,Completado,Técnico Informática,,"Sí, de forma particular",No,Sí,Developer,"Docker, Linux","Javascript, Python, SQL",React.js,"MySQL, PostgreSQL, Redis",,IntelliJ,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),197000,178000,3,3,Menos de un sueldo,Referidos,No,0,0,Jamás,Heterosexual,,No,,11-50,Producto basado en Software,7,9,-1,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,28,Provincia de Buenos Aires,1,1,1,0,Universitario,Completado,Técnico superior en programación,Utn - FRSN,No,No,No,Developer,"Google Cloud Platform/App Engine, OpenStack, Windows Server","CSS, HTML, Javascript, SQL, TypeScript","Angular, Cordova, Node.js, React.js","MSSQL, MongoDB, MySQL, Redis, SQLite",Visual Studio Coded UI,"Sublime Text, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,11000,8000,3,3,Un sueldo,Mix de las anteriores,Más de dos,20,9,Jamás,Heterosexual,,,,1-10,Producto basado en Software,10,10,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,22,Provincia de Buenos Aires,3,0,2,0,Universitario,En curso,Licenciatura en sistemas ,UNLP,No,No,Sí,Developer,"Azure, Docker","CSS, HTML, Javascript, SQL","Node.js, React.js",MSSQL,,Visual Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,34000,28200,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,51-100,Servicios / Consultoría de Software / Digital,8,8,5,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Viajes al exterior"
Hombre,27,Provincia de Buenos Aires,5,0,0,0,Universitario,En curso,Ingeniería en sistemas de información,UTN,"Sí, de forma particular",No,Sí,Developer,,"CSS, HTML, Java, Javascript, SQL",,Oracle,,Eclipse,Windows,Android,No,0,Bruto,Full-Time,28000,24000,1,1,No,No recibo bono,Uno,5,12,Jamás,Heterosexual,,,,5001-10000,Otras industrias,1,2,10,Ninguna de las anteriores
Hombre,41,Provincia de Buenos Aires,22,9,9,0,Terciario,Completado,Analista en sistemas,Uba,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Infosec,"IBM Cloud / Watson, Linux, Mainframe",,,,,,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,30000,25000,1,1,No,No recibo bono,Más de dos,33,11,En mi trabajo actual,Heterosexual,,,,2001-5000,Servicios / Consultoría de Software / Digital,1,1,50,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,30,Provincia de Buenos Aires,5,5,5,1,Terciario,Completado,Analista de sistemas ,Isft 179,"Sí, de forma particular",No,Sí,Developer,Amazon Web Services,"CSS, HTML, Javascript, PHP, SQL","Angular, Node.js","MSSQL, MySQL",,"Android Studio, NetBeans, Sublime Text, Visual Studio",Windows,Android,No,0,Neto,Full-Time,23500,21000,1,1,No,No recibo bono,No,0,0,En mi trabajo actual,Heterosexual,Visual,No,0,1-10,Producto basado en Software,1,1,10,Nada
Hombre,36,Provincia de Buenos Aires,15,15,8,0,Secundario,Incompleto,,,No,No,No,Networking,,,,,,,Windows,Android,No,0,Neto,Part-Time,35000,30000,2,2,No,No recibo bono,Uno,30,7,En mi trabajo actual,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,5,3,1,"Abono de celular y/o Internet, Horarios flexibles"
Hombre,35,Provincia de Buenos Aires,10,1,10,0,Universitario,Incompleto,Ingenieria en sistemas,UTN La Plata,"Sí, los pagó un empleador",No,Sí,QA / Tester,,"C#, Java",,"MySQL, PostgreSQL",Selenium,"Eclipse, IntelliJ, NetBeans, Notepad++",Windows,Android,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),155400,1367752,4,4,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,,Argentesting,1-10,Servicios / Consultoría de Software / Digital,10,10,-1,Ninguna de las anteriores
Hombre,35,Provincia de Buenos Aires,12,0,0,0,Secundario,Completado,Polimodal con orientación en Ciencias Naturales,"Universidad Popular de Mercedes ""Manuel López Rodríguez""","Sí, de forma particular",No,No,HelpDesk,Router OS winbox,,,,,,Windows,Android,No,0,Bruto,Full-Time,16000,16000,2,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,Visual,No,Ninguno,11-50,Servicios / Consultoría de Software / Digital,5,7,1,Ninguna de las anteriores
Hombre,33,Provincia de Buenos Aires,3,4,2,0,Secundario,Completado,,,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,QA / Tester,"Amazon Web Services, Linux","CSS, HTML, Javascript, PHP, SQL",,"Amazon DynamoDB, ElasticSearch, MySQL","Selenium, Telerik Studio",Sublime Text,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,26370,21888,2,1,Un sueldo,Performance de la compañía,Dos,10,09,Jamás,Heterosexual,,,,1-10,Producto basado en Software,10,10,-1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,41,Provincia de Buenos Aires,20,12,5,10,Universitario,Completado,Licenciado en Sistenas,CAECE,"Sí, los pagó un empleador",No,No,Manager / Director,"Amazon Web Services, Azure, IBM Cloud / Watson, VMWare, Windows Server",,,MSSQL,,,Windows,Android,No,0,Neto,Full-Time,98000,75000,3,3,Un sueldo,Performance de la compañía,Más de dos,25,11,Jamás,Heterosexual,,,,1-10,Servicios / Consultoría de Software / Digital,10,8,8,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27,Provincia de Buenos Aires,5,1,1,0,Universitario,Incompleto,Licenciatura en desarrollo de software,Universidad nacional de Quilmes,No,No,No,Developer,"Amazon Web Services, Docker, Firebase, Linux","Java, Javascript","Angular, Node.js, Spring","ElasticSearch, MSSQL, Oracle",,"Android Studio, Eclipse, Notepad++, Sublime Text, Vim, Visual Studio",Linux,Android,No,0,Bruto,Full-Time,63500,51000,3,2,No,No recibo bono,Dos,27,10,Jamás,Heterosexual,,No,,101-200,Servicios / Consultoría de Software / Digital,8,8,40,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,46,Provincia de Buenos Aires,17,8,2,0,Universitario,Completado,Administracion,UBA,No,No,No,DBA,Windows Server,SQL,,MSSQL,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,25000,20000,1,2,Menos de un sueldo,Performance individual,No,0,0,En mi trabajo actual,Heterosexual,,No,,11-50,Otras industrias,4,4,16,Horarios flexibles
Hombre,31,Provincia de Buenos Aires,3,3,3,0,Universitario,Incompleto,lic en informatica,Unlp,"Sí, de forma particular",No,Sí,Developer,"Google Cloud Platform/App Engine, HP-UX, Linux, Windows Server",progress openedge,,progress,,Notepad++,Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,32000,21100,1,1,Un sueldo,Performance individual,No,0,0,En mi trabajo actual,Heterosexual,,,Google cloud,1-10,Producto basado en Software,3,1,4,Ninguna de las anteriores
Hombre,36,Provincia de Buenos Aires,10,7,7,0,Secundario,Completado,Asistente de procesos Productivos,UTN FRD,"Sí, de forma particular, Sí, los pagó un empleador",No,No,HelpDesk,"Linux, VMWare, Windows Server",Java,WordPress,"MariaDB, MySQL",,"Eclipse, Notepad++, Sublime Text",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,26000,21000,2,2,No,No recibo bono,Dos,13,12,En mi trabajo actual,Heterosexual,,,,1001-2000,Servicios / Consultoría de Software / Digital,5,9,5,Ninguna de las anteriores
Hombre,45,Provincia de Buenos Aires,15,4,4,2,Terciario,Completado,Analisis y Programacion de Sistemas,LADEM,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Azure, Linux, VMWare, Windows Server","SQL, VBA",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL, PostgreSQL",,"Notepad++, Sublime Text, Visual Studio",Windows,Android,"Sí, pasiva",5,Porcentaje de mi sueldo,Full-Time,40000,36000,3,2,No,No recibo bono,Dos,15,12,Jamás,Heterosexual,,No,Capacitacion Fortinet,101-200,Otras industrias,9,8,5,"Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Snacks, golosinas, bebidas"
Hombre,32,Provincia de Buenos Aires,10,10,2,0,Terciario,Completado,Edición audiovisual,Da Vinci,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Designer,"Amazon Web Services, Google Cloud Platform/App Engine, VMWare, Windows Server","C++, CSS, HTML, Java, Javascript, PHP, Python",".NET Core, Node.js, React.js, WordPress","Apache HBase, Google Cloud Storage, MSSQL, MySQL",,"Android Studio, Visual Studio",Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,43301,34484,2,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,SAGSE,501-1000,Otras industrias,7,3,40,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas"
Hombre,34,Provincia de Buenos Aires,10,10,6,1,Universitario,Incompleto,Ingenieria de sistemasa,Universidad Nacional de La Plata,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Networking,"Docker, Linux, VMWare, Windows Server",PHP,WordPress,MySQL,,"Atom, Sublime Text",Mac OS X,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,51000,41000,3,3,Menos de un sueldo,Performance individual,Dos,7,12,Jamás,Heterosexual,,No,Itecnova,51-100,Servicios / Consultoría de Software / Digital,8,9,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,32,Provincia de Buenos Aires,11,3,3,0,Terciario,En curso,Técnico Programador,Isfp 189,"Sí, de forma particular",No,Sí,Networking,Zhone MXK - Router OS,"Bash/Shell, Python",,,,Sublime Text,Windows,Android,"Sí, pasiva",0,Neto,Full-Time,32000,39700,3,2,De uno a tres sueldos,Acuerdos laborales,Más de dos,28,11,En un trabajo anterior,Heterosexual,Discromaxia Rojo-Verde :),No,"Ninguno, trabaje como chango",1-10,Servicios / Consultoría de Software / Digital,6,10,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,25,Provincia de Buenos Aires,0,0,0,0,Terciario,Completado,Tecnicatura en Sistemas,UTN,No,No,No,Developer,,"CSS, HTML, Javascript, TypeScript","Angular, VueJS",,,"IntelliJ, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,26000,21580,3,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,101-200,Producto basado en Software,9,9,7,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Masajes, WFH (Trabajar desde casa)"
Hombre,21,Provincia de Buenos Aires,2,2,2,0,Terciario,Completado,Técnico en Informática Profesional y Personal,,No,Sí,Sí,Developer,"Linux, VMWare","CSS, HTML, Javascript, PHP, Python, SQL","WordPress, CakePHP, Jquery, Tornado, Bootstrap",MySQL,CakeTest Suite de CakePHP,"Notepad++, Sublime Text",Linux,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,8000,15500,2,1,No,No recibo bono,Uno,20,12,Jamás,Heterosexual,,No,,1-10,Producto basado en Software,10,10,-1,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,21,Provincia de Buenos Aires,0,0,0,0,Universitario,Incompleto,Programación ,UTN,"Sí, de forma particular",No,Sí,HelpDesk,VMWare,Javascript,,MySQL,,NetBeans,Windows,iOS,No,0,Porcentaje de mi sueldo,Part-Time,17000,17000,2,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,11-50,Producto basado en Software,7,10,6,"Comidas pagas/subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)"
Mujer,36,Provincia de Buenos Aires,10,0,0,0,Universitario,Completado,Licenciatura en Informática,UNLP,"Sí, de forma particular",No,No,Business Analyst,,SQL,,"MSSQL, MySQL",Selenium,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,38000,34000,2,1,No,No recibo bono,Más de dos,25,10,En mi trabajo actual,Bisexual o queer,,,,11-50,Producto basado en Software,7,5,4,"Descuentos en gimnasios, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,29,Provincia de Buenos Aires,3,3,3,0,Posgrado,Completado,Ingeniería Electrónica,Universidad Nacional del Sur,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Developer,"Firebase, Linux","C, C++, CSS, HTML, Java, Javascript, Matlab, TypeScript","Angular, Cordova, Node.js, React.js, TensorFlow, Electron, Materialize, Bootstrap","Firebase, Firestore",,"Android Studio, Atom, Eclipse, Sublime Text, Visual Studio, Visual Studio Code",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,35000,31000,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,Auditiva,No,JAIIO,10001+,Producto basado en Software,3,4,3,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos"
Hombre,24,Provincia de Buenos Aires,3,0,0,0,Secundario,Completado,,,"Sí, de forma particular",No,No,HelpDesk,,,,,,,Windows,Android,No,0,Bruto,Full-Time,20000,18000,2,2,No,No recibo bono,Uno,15,10,Jamás,Heterosexual,,,,101-200,Otras industrias,8,10,10,Horarios flexibles
Hombre,22,Provincia de Buenos Aires,1,0,1,0,Terciario,Incompleto,"Análisis, Desarrollo y programación de aplicaciones",Instituto Superior de Formación Docente y Técnica N°43,No,No,No,HelpDesk,,,,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),13000,13000,2,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,11-50,Producto basado en Software,8,8,-1,Ninguna de las anteriores
Hombre,38,Provincia de Buenos Aires,10,2,2,1,Secundario,Completado,tecnico mecanico,,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,Windows Server,".NET, VBA",,MSSQL,,Visual Studio,Windows,Android,No,0,Neto,Full-Time,35000,30000,2,1,No,No recibo bono,Más de dos,25,12,Jamás,Heterosexual,Visual,No,ninguno,1-10,Producto basado en Software,10,10,4,"Horarios flexibles, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,22,Provincia de Buenos Aires,0,0,0,0,Universitario,En curso,Ingeniería en Sistemas de Información,Universidad Nacional del Sur,"Sí, de forma particular",No,Sí,Developer,Firebase,"HTML, Java, Javascript, PHP, Python, SQL",,FireBird,,"Android Studio, Eclipse, Sublime Text",Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,1,10000,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,1-10,Producto basado en Software,7,5,3,Ninguna de las anteriores
Hombre,29,Provincia de Buenos Aires,11,1.5,0,3,Terciario,En curso,Tecnicatura Superior en Programación,,"Sí, los pagó un empleador",No,Sí,Project Manager,Windows Server,"C#, CSS, HTML, Javascript, PHP, SQL",".NET Core, Node.js","MSSQL, SQLite",,Visual Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,110000,110000,4,4,Un sueldo,KPIs del Proyecto -> el sueldo es en dólares como contractor,Más de dos,56,12,Jamás,Heterosexual,,,,1-10,Servicios / Consultoría de Software / Digital,8,10,-1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,38,Provincia de Buenos Aires,15,12,12,0,Universitario,Incompleto,Ingeniaria en Sistemas,Unuversidad Nacional del Centro de PBA,"Sí, de forma particular, Sí, los pagó un empleador",No,No,DBA,"Azure, Windows Server","HTML, PHP, SQL",,MSSQL,,,Windows,iOS,"Sí, pasiva",5,Porcentaje de mi sueldo,Full-Time,56000,39000,3,2,Menos de un sueldo,Performance grupal,Uno,30,11,Jamás,Heterosexual,,No,,201-500,Otras industrias,8,8,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Otros,200,Provincia de Buenos Aires,110,50,25,8,Posdoctorado,Completado,Mangina Universal,Universidad de los Mancos Sciolis,"Sí, de forma particular",Sí,No,Manager / Director,"AIX, Amazon Web Services, *BSD, VMWare","C++, Javascript, Objective-C",.NET Core,,OpenQA,,Windows,No tengo celular / no es Smartphone,"Sí, pasiva",0.5,Neto,Freelance,25000000,4500000,1,1,3+ sueldos,Mix de las anteriores,Más de dos,20,11,Jamás,La orientación sexual estigmatiza. ,Mental,No,,5001-10000,Producto basado en Software,10,10,200,Capacitaciones y/o cursos
Hombre,44,Provincia de Buenos Aires,20,1,10,10,Posgrado,Completado,Sistemas,Universidad Abierta Interamericana,"Sí, de forma particular",No,No,Manager / Director,"VMWare, Windows Server",".NET, C++, SQL, VBA",.NET Core,MSSQL,,Notepad++,Windows,iOS,"Sí, activa",0,Neto,Full-Time,110000,80000,2,3,No,No recibo bono,Más de dos,42,1,Jamás,Heterosexual,ninguna,No,Charlas varias de Microsoft,1001-2000,Otras industrias,7,10,20,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Transporte pago"
Mujer,27,Provincia de Buenos Aires,3,3,3,0,Terciario,Completado,Analista de Sistemas,Instituto San Pablo,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,,ABAP,,,,,Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),29985,25312,1,1,No,No recibo bono,Uno,10,09,Jamás,Heterosexual,,Sí,,11-50,Servicios / Consultoría de Software / Digital,3,7,35,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,57,Provincia de Buenos Aires,25,34,6,3,Secundario,Completado,Analista Sistemas ,Matricula por Idóneo,"Sí, de forma particular",No,No,Developer,Windows Server,".NET, C#, SQL",Genexus,"Informix, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL",,Genexus,Windows,Android,No,0,Bruto,Full-Time,70000,45000,3,3,3+ sueldos,Mix de las anteriores,Más de dos,32,1,Jamás,Homosexual,,,,101-200,Servicios / Consultoría de Software / Digital,7,7,1,Ninguna de las anteriores
Hombre,24,Provincia de Buenos Aires,3,0,0,0,Secundario,Completado,,,"Sí, de forma particular",No,No,HelpDesk,"VMWare, Windows Server","C++, Java",,,,,Windows,No tengo celular / no es Smartphone,No,0,Porcentaje de mi sueldo,Full-Time,45000,40000,4,4,No,No recibo bono,Uno,5,12,Jamás,Heterosexual,,No,,51-100,Servicios / Consultoría de Software / Digital,10,9,3,"Capacitaciones y/o cursos, Viáticos"
Hombre,22,Provincia de Buenos Aires,5,5,5,6,Terciario,En curso,,,No,No,Sí,Developer,"Amazon Web Services, Google Cloud Platform/App Engine, Linux, Windows Server","Java, Javascript",WordPress,"Amazon DynamoDB, Google Cloud Storage, Oracle",Visual Studio Coded UI,Android Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,16000,16000,1,1,Menos de un sueldo,Mix de las anteriores,No,0,0,Jamás,Heterosexual,,No,,10001+,Producto basado en Software,10,10,20,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
