Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2018?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra
Hombre,42,Chubut,10,10,10,0,Universitario,Completado,Analista Programador universitario,Universidad Nacional de la Patagonia San Juan Bosco,"Sí, los pagó un empleador",No,No,HelpDesk,"VMWare, Windows Server",,,,,,Windows,iOS,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,74400,59900,3,3,No,No recibo bono,Dos,10,12,En un trabajo anterior,Bisexual o queer,,,,201-500,Otras industrias,9,9,1.5,Ninguna de las anteriores
Hombre,38,Chubut,12,5,5,0,Universitario,Completado,Lic. Administrador sistemas,UBA,"Sí, de forma particular",No,Sí,SysAdmin / DevOps / SRE,Linux,"Bash/Shell, Python",,PostgreSQL,,"Sublime Text, Vim",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,71516,55823,3,2,No,No recibo bono,Más de dos,20,10,Jamás,Heterosexual,,,ninguno,501-1000,Otras industrias,6,4,7,Ninguna de las anteriores
Hombre,34,Chubut,9,6,6,0,Universitario,Completado,Licenciatura en Informática,UNPSJB,No,No,Sí,Developer,Docker,"C, CSS, HTML, Java, Javascript, SQL",Angular,PostgreSQL,Selenium,"Eclipse, NetBeans, Notepad++, Sublime Text, Visual Studio",Linux,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,70000,55000,3,2,No,No recibo bono,Uno,20,8,En mi trabajo actual,Heterosexual,,No,,201-500,Otras industrias,5,4,20,Ninguna de las anteriores
Hombre,26,Chubut,2,2,2,0,Universitario,Incompleto,,,"Sí, de forma particular",No,Sí,Developer,Linux,"CSS, HTML, Java, SQL",ZK,PostgreSQL,,Eclipse,Linux,Android,No,0,Bruto,Part-Time,20000,,2,2,Menos de un sueldo,Mix de las anteriores,Dos,30,11,Jamás,Heterosexual,Visual,No,,1-10,Producto basado en Software,4,4,0,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,23,Chubut,5,2,2,0,Universitario,En curso,Licenciatura en Sistemas y Analista Programador Universitario,Universidad Nacional de la Patagonia San Juan Bosco,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Linux, Windows Server","Java, PHP, SQL",WordPress,MySQL,Visual Studio Coded UI,Visual Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,15000,13800,2,2,No,No recibo bono,No,0,0,En mi trabajo actual,Heterosexual,,,,11-50,Otras industrias,3,6,20,"Comidas pagas/subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,28,Chubut,4,4,4,0,Universitario,En curso,Licenciatura en informatica,UNPSJB,No,No,No,Developer,Oracle,"SQL, PLSQL",,Oracle,,Oracle Designer,Windows,Android,"Sí, activa",0,Bruto,Full-Time,47907,39524,2,1,No,No recibo bono,Dos,25,11,En mi trabajo actual,Heterosexual,,No,CAMETIC 2018,1-10,Producto basado en Software,6,6,2,"Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,30,Chubut,8,5,5,0,Universitario,En curso,Licenciatura en informatica,Unpsjb,No,No,No,HelpDesk,Windows Server,,,,,"Atom, Eclipse, NetBeans",Windows,Android,No,0,Neto,Full-Time,48000,45000,3,3,No,No recibo bono,Más de dos,20,12,Jamás,Heterosexual,,No,Workshop de tecnologia,51-100,Otras industrias,8,8,10,"Abono de celular y/o Internet, Snacks, golosinas, bebidas"
Hombre,33,Chubut,0,10,0,0,Secundario,Completado,Electrónica,,"Sí, de forma particular",No,No,Servicio Técnico,,,,,,,Windows,Android,"Sí, pasiva",7000,Neto,Full-Time,56000,48000,4,4,Un sueldo,Mix de las anteriores,No,0,0,En un trabajo anterior,Heterosexual,,,,2001-5000,Otras industrias,8,8,100,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Viajes al exterior, Viáticos"
Hombre,43,Chubut,20,20,10,7,Universitario,Completado,Lic. en Informática,UADE,"Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"AIX, Mainframe, VMWare, Windows Server",,,"IBM Db2, MSSQL",,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,100000,70000,3,3,Menos de un sueldo,Gremial,Dos,30,01,En mi trabajo actual,Heterosexual,,No,,501-1000,Otras industrias,7,5,17,"Abono de celular y/o Internet, Guardería, Snacks, golosinas, bebidas"
Hombre,31,Chubut,6,3,2,0,Universitario,Completado,Analista programador universitario,UNPSJB,"Sí, de forma particular",Sí,Sí,Architect,Windows Server,".NET, C, C#, CSS, HTML, Javascript, Matlab, PHP, TypeScript",".NET Core, Hadoop","Apache HBase, MariaDB, Oracle",,"Atom, Eclipse, Notepad++, Visual Studio",Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,43.8,39.054,2,2,No,No recibo bono,Dos,20,10,Jamás,Heterosexual,,No,,501-1000,Otras industrias,7,7,1,Viáticos
Hombre,28,Chubut,5,2,2,0,Universitario,Incompleto,Analista Programador Universitario,UNPSJB,No,No,Sí,Developer,"Linux, Windows Server","CSS, HTML, Javascript, PHP, SQL",,"MySQL, PostgreSQL",,Sublime Text,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,54000,52000,4,4,Menos de un sueldo,Premios laborales varios,Más de dos,40,12,Jamás,Heterosexual,,,Ninguno,51-100,Otras industrias,10,10,8,"Comidas pagas/subvencionadas, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,28,Chubut,5,5,5,0,Universitario,Completado,Analista programador universitario,Unpsjb,No,No,Sí,Developer,Oracle BD,"SQL, Pl/sql",,Oracle,,,Windows,Android,"Sí, activa",0,Bruto,Full-Time,47907.83,39500,2,1,No,No recibo bono,Dos,27.5,11,Jamás,Heterosexual,,Sí,,11-50,Producto basado en Software,6,3,2,Horarios flexibles
Hombre,27,Chubut,5,3,3,0,Universitario,Incompleto,Licenciatura en informatica,UNPSJB,No,No,Sí,HelpDesk,Windows Server,"PHP, SQL",,MySQL,,Sublime Text,Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,21000,27000,2,2,No,No recibo bono,Uno,4,12,Jamás,Heterosexual,,,,11-50,Otras industrias,5,6,10,Ninguna de las anteriores
Otros,17,Ciudad Autónoma de Buenos Aires,0,0,0,0,Primario,Incompleto,,,"Sí, de forma particular",No,Sí,cosmopolita,VMWare,,"Angular, Node.js, React.js",MongoDB,,,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),1,1,1,1,No,No recibo bono,No,0,1,,,,,,101-200,Producto basado en Software,1,1,-1,Playroom
Hombre,36,Ciudad Autónoma de Buenos Aires,16,10,4,3,Universitario,Completado,licenciatura en sistemas,kennedy,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Architect,"Azure, Docker, Firebase, Kubernetes, Linux, Serverless, VMWare, Windows Server",".NET, C, C++, C#, CSS, HTML, Javascript, PHP, Python, R, SQL, TypeScript, VBA",".NET Core, Angular, Node.js, TensorFlow, WordPress","IBM Db2, MSSQL, MongoDB, MySQL, Redis, SQLite","Selenium, Visual Studio Coded UI","Notepad++, RStudio, Visual Studio, VISUAL STUDIO CODE",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,40000,37000,2,1,No,No recibo bono,Dos,25,12,,,,,,1-10,Servicios / Consultoría de Software / Digital,5,5,10,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,45,Ciudad Autónoma de Buenos Aires,17,1,1,0,Universitario,Incompleto,Ingenieria de sistemas,UNICEN,"Sí, de forma particular",No,Sí,Architect,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Java, Javascript, TypeScript","Angular, Node.js, Spring","Amazon DynamoDB, Apache HBase, MySQL",,"Eclipse, IntelliJ, Sublime Text",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,67000,50000,1,1,Menos de un sueldo,Mix de las anteriores,Dos,12,6,,,,,,101-200,Servicios / Consultoría de Software / Digital,1,5,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37,Ciudad Autónoma de Buenos Aires,12,6,6,0,Universitario,Completado,Ingeniero en Sistemas,UAI,"Sí, de forma particular",No,Sí,Developer,Linux,"CSS, HTML, Javascript, PHP",Codeigniter,"Informix, MSSQL, MySQL",,NetBeans,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,50000,40000,1,1,No,No recibo bono,No,0,1,,,,,,501-1000,Otras industrias,4,1,3,Guardería
Hombre,33,Ciudad Autónoma de Buenos Aires,12,6,2,0,Universitario,Completado,Licenciatura en tecnologías de la información,Universidad de Morón,No,No,Sí,Developer,"Docker, Linux","HTML, Javascript, PHP",,PostgreSQL,,"PHPStorm, Sublime Text",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,67700,53000,3,2,No,No recibo bono,Uno,27,11,,,,,,101-200,Producto basado en Software,9,9,9,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,23,Ciudad Autónoma de Buenos Aires,4,2,2,0,Secundario,En curso,Analista de sistema,Instituto Terciario de Formacion Tecnica,"Sí, de forma particular",No,Sí,DBA,"Linux, Solaris, VMWare, Windows Server","CSS, HTML, SQL",,"MariaDB, MSSQL, MySQL, Oracle, PostgreSQL",,"Eclipse, NetBeans, Notepad++, Sublime Text, Vi",Windows,Android,No,0,Neto,Full-Time,27000,20500,2,2,No,No recibo bono,Dos,18,2,,,,,,1-10,Servicios / Consultoría de Software / Digital,4,4,4,Capacitaciones y/o cursos
Hombre,33,Ciudad Autónoma de Buenos Aires,13,0,0,0,Universitario,Incompleto,Actuario en Economía,Universidad de Buenos Aires,"Sí, los pagó un empleador",Sí,Sí,Developer,,"Bash/Shell, CSS, Go, HTML, Javascript, Python, SQL",Flask,"ElasticSearch, MySQL, SQLite",,Vim,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,147150,99839,4,3,De uno a tres sueldos,Mix de las anteriores,Dos,40,12,,,,,,2001-5000,Producto basado en Software,8,6,6,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,40,Ciudad Autónoma de Buenos Aires,15,1,1,0,Posgrado,Incompleto,Sistemas,UAI,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,,"HTML, Java, Javascript",,"MSSQL, MySQL, Oracle",,"Atom, Eclipse, Sublime Text",Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,100000,68000,3,3,De uno a tres sueldos,Performance individual,Dos,35,10,,,,,,201-500,Producto basado en Software,10,10,2,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,24,Ciudad Autónoma de Buenos Aires,2,1,1,0,Terciario,En curso,No relacionada con IT,No relacionada con IT,"Sí, de forma particular",No,No,QA / Tester,,,,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),21000,19000,2,1,No,No recibo bono,No,0,1,,,,,,1001-2000,Servicios / Consultoría de Software / Digital,1,1,5,"Capacitaciones y/o cursos, Clases de idiomas, Masajes, WFH (Trabajar desde casa)"
Hombre,37,Ciudad Autónoma de Buenos Aires,20,1,1,0,Universitario,Incompleto,Analista Sistemas,UK,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, IBM Cloud / Watson, Kubernetes, Linux, VMWare","Bash/Shell, CSS, HTML, Java, Javascript, PHP, Python, SQL","Angular, Django, Drupal, Hadoop, Node.js, Spring, WordPress","Amazon RDS/Aurora, ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL",Selenium,"Android Studio, Atom, Eclipse, IPython / Jupyter, Sublime Text, Vi, Vim",Linux,Android,"Sí, pasiva",0,Neto,Full-Time,54000,54000,1,2,Un sueldo,Performance individual,Más de dos,35,12,,,,,,501-1000,Otras industrias,8,8,50,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,29,Ciudad Autónoma de Buenos Aires,9,0,3,0,Universitario,Completado,Ingeniero de Sistemas,USB,"Sí, de forma particular",Sí,Sí,Developer,"Amazon Web Services, Docker, Linux","CSS, Go, HTML, Javascript, SQL, TypeScript","Node.js, React.js","MariaDB, MongoDB, MySQL, PostgreSQL",,"Atom, Sublime Text",Mac OS X,Android,"Sí, pasiva",0,Bruto,Full-Time,123000,90000,3,4,No,No recibo bono,Dos,35,1,,,,,,201-500,Producto basado en Software,10,10,20,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,28,Ciudad Autónoma de Buenos Aires,10,1,1,3,Universitario,Incompleto,Ingeniería en Sistemas,CAECE,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,,"CSS, HTML, Javascript","Node.js, React.js",,"WebDriverIO, Jest",Visual Studio,Mac OS X,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,83000,60000,3,2,De uno a tres sueldos,Mix de las anteriores,Dos,15,10,,,,,,2001-5000,Producto basado en Software,10,10,2.5,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,29,Ciudad Autónoma de Buenos Aires,8,1,1,0,Universitario,Completado,Tecnicatura en Programacion Informatica,UNSAM,"Sí, de forma particular",Sí,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Kubernetes, Linux","Go, Groovy, Java, Python, Scala",,PostgreSQL,,"Atom, Eclipse, IntelliJ, Vim",Mac OS X,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,135184,81501,4,4,No,No recibo bono,Dos,50,11,,,,,,101-200,Producto basado en Software,8,8,11.6,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad / posgrados, Descuentos en gimnasios, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,35,Ciudad Autónoma de Buenos Aires,16,2,2,11,Universitario,Completado,Ingenieria en Sistemas de Informacion,UTN FRBA,No,Sí,Sí,Manager / Director,"Amazon Web Services, Docker","HTML, Javascript, SQL","Angular, Node.js, React.js","ElasticSearch, PostgreSQL",Cypress,Visual Studio,Mac OS X,Android,No,0,Neto,Full-Time,165000,101000,4,4,De uno a tres sueldos,Mix de las anteriores,Más de dos,40,10,,,,,,11-50,Servicios / Consultoría de Software / Digital,10,8,4,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,32,Ciudad Autónoma de Buenos Aires,8,0,1,0,Terciario,Incompleto,Analista en sistemas,Irso,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Docker, Kubernetes, Linux, Openshift",,,ElasticSearch,,Vi,Windows,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),54000,43150,2,2,No,No recibo bono,No,0,1,,,,,,501-1000,Otras industrias,6,5,3,Comidas pagas/subvencionadas
Hombre,29,Ciudad Autónoma de Buenos Aires,8,1,1,2,Universitario,Incompleto,Ingeniería en Informática,Universidad de Morón,No,No,Sí,Developer,"Docker, Kubernetes","Javascript, Ruby","React.js, Rails","ElasticSearch, MySQL",RSpec,Visual Studio,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),332200,225500,4,4,No,No recibo bono,Más de dos,20,12,,,,,,1-10,Producto basado en Software,10,3,-1,"Horarios flexibles, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,29,Ciudad Autónoma de Buenos Aires,8,1,5,0,Universitario,Incompleto,Ingeneria en Informática,UADE,"Sí, de forma particular",Sí,Sí,Developer,"Amazon Web Services, Docker, Heroku, Kubernetes, Linux, Serverless","Bash/Shell, CSS, HTML, Javascript","Node.js, React.js, Vue.js","Amazon DynamoDB, MongoDB, Redis, Scylla",,Visual Studio,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),330000,330000,4,4,De uno a tres sueldos,Mix de las anteriores,No,0,10,,,,,,11-50,Producto basado en Software,9,5,-1,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,28,Ciudad Autónoma de Buenos Aires,10,0,0,0,Universitario,Incompleto,,,No,No,Sí,Developer,"Amazon Web Services, Docker, Linux","Javascript, TypeScript","Node.js, React.js",MongoDB,,IntelliJ,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),216000,,4,4,No,No recibo bono,No,0,2,,,,,,101-200,Producto basado en Software,7,4,-1,"Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41,Ciudad Autónoma de Buenos Aires,10,6,6,0,Universitario,Incompleto,ingenieria electronica,uba,"Sí, los pagó un empleador",No,No,QA / Tester,salesforce,Ruby,rails,"IBM Db2, MySQL","RSpec, Selenium",,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,66000,49500,3,2,No,No recibo bono,Dos,23,11,,,,,,101-200,Producto basado en Software,6,8,-1,"Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27,Ciudad Autónoma de Buenos Aires,2,0,0,0,Terciario,En curso,Analista de sistemas,Ort,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, Kubernetes, Linux",Python,"Django, TensorFlow","MySQL, PostgreSQL, Redis, SQLite",Selenium,"IPython / Jupyter, Sublime Text, Vim",Linux,Android,No,0,Porcentaje de mi sueldo,Freelance,37600,37600,3,3,No,No recibo bono,No,0,1,,,,,,1-10,Servicios / Consultoría de Software / Digital,8,5,-1,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,26,Ciudad Autónoma de Buenos Aires,6,3,2,0,Universitario,En curso,Licenciatura en ciencias de la computacion,UBA,"Sí, de forma particular",No,No,Developer,"Docker, Kubernetes, Linux",Java,,"Cassandra, PostgreSQL",,"IntelliJ, Visual studio code",Mac OS X,Android,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,110000,750000,4,4,No,No recibo bono,Más de dos,40,11,,,,,,201-500,Producto basado en Software,10,10,1,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,28,Ciudad Autónoma de Buenos Aires,6,0,0,0,Universitario,En curso,Licenciatura en sistemas de la informacion,Universidad del salvador,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Amazon Web Services, Docker, Linux, Serverless",Javascript,"Node.js, React.js","Amazon DynamoDB, MongoDB, MySQL, Redis",,Visual Studio,Mac OS X,Android,"Sí, pasiva",0,Bruto,Remoto (empresa de otro país),88900,82000,4,4,No,No recibo bono,No,0,1,,,,,,1-10,Producto basado en Software,10,10,-1,"Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34,Ciudad Autónoma de Buenos Aires,14,4,4,0,Terciario,Completado,,,"Sí, de forma particular",No,No,Networking,"Amazon Web Services, Linux, VMWare, Windows Server",Bash/Shell,,,,,Linux,Android,No,0,Neto,Full-Time,42000,35400,2,2,No,No recibo bono,Dos,25,8,,,,,,1-10,Servicios / Consultoría de Software / Digital,5,10,1,"WFH (Trabajar desde casa), frutas"
Mujer,41,Ciudad Autónoma de Buenos Aires,8,2,2,0,Universitario,Completado,,,"Sí, de forma particular",No,Sí,Developer,,"Java, Kotlin",,,,"Android Studio, Sublime Text",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,61500,,3,3,No,No recibo bono,Más de dos,42,11,,,,,,101-200,Servicios / Consultoría de Software / Digital,8,8,25,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,25,Ciudad Autónoma de Buenos Aires,5,1.6,0.6,0,Universitario,En curso,lic sistemas,ucaece,No,No,Sí,Developer,"Amazon Web Services, Docker","Java, Javascript","React.js, Spring","Amazon DynamoDB, Cassandra, ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL, Redis, SQLite",,"Atom, IntelliJ",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,90000,60000,3,3,Un sueldo,Mix de las anteriores,Dos,100,10,,,,,,101-200,Producto basado en Software,7,8,0.2,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Lactario en la oficina, Masajes, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,29,Ciudad Autónoma de Buenos Aires,3,0,0,0,Universitario,Incompleto,Ingeniero en Sistemas,UADE,No,No,No,Analista BI,,SQL,,"Oracle, Teradata",,Sublime Text,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,60000,50000,3,3,No,No recibo bono,Uno,10,3,,,,,,101-200,Servicios / Consultoría de Software / Digital,7,7,3,"Horarios flexibles, Playroom, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,40,Ciudad Autónoma de Buenos Aires,14,4,1,0,Universitario,Incompleto,Ingenieria Electronica,UTN,No,No,Sí,Developer,"Docker, Linux","CSS, HTML, Javascript, PHP, Ruby, SQL, TypeScript","Angular, Node.js, React.js, WordPress","MariaDB, MongoDB, MySQL, PostgreSQL",,"Nano, Sublime Text, VSCode",Windows,Android,No,0,Bruto,Full-Time,95000,65000,3,3,Un sueldo,No esta atado a ningun factor. Todos lo recibimos por igual,Dos,10,12,,,,,,5001-10000,Producto basado en Software,9,8,25,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Playroom, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41,Ciudad Autónoma de Buenos Aires,4,3,3,18,Universitario,Incompleto,Administracion de empresas,UBA,"Sí, de forma particular",No,No,Project Manager,AEM,,,,,,Mac OS X,Android,No,0,Bruto,Full-Time,53000,42000,2,3,De uno a tres sueldos,Mix de las anteriores,Dos,30,10,En un trabajo anterior,Heterosexual,,,,5001-10000,Servicios / Consultoría de Software / Digital,7,7,10,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24,Ciudad Autónoma de Buenos Aires,1,1,1,0,Universitario,En curso,Licenciatura en Ciencias de la Computación,UBA,"Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Docker, Linux","CSS, HTML, Java, Javascript, SQL, TypeScript","Angular, Node.js","ElasticSearch, MongoDB, MySQL",,"Nano, Sublime Text, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,31108,25820,3,3,No,No recibo bono,Dos,14,11,Jamás,Heterosexual,,,,1-10,Producto basado en Software,9,8,5,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31,Ciudad Autónoma de Buenos Aires,10,0,0,0,Terciario,Incompleto,Tecnico Superior en Programacion,UTN,No,Sí,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Linux",Python,,,,Sublime Text,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,95000,65000,3,3,Menos de un sueldo,Mix de las anteriores,Dos,40,10,En un trabajo anterior,Bisexual o queer,,No,"Nerdearla, Ekoparty, FemIT, AWS Cloud Summit Bs As.",101-200,Producto basado en Software,9,6,15,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas, Stock options / Shares, Viajes al exterior"
